zip;state;city;lat;lng
24569;VA;Long Island;37.064.374;-79.121.933
24570;VA;Lowry;3.733.361;-79.455.599
24571;VA;Lynch Station;37.152.826;-79.329.716
24572;VA;Madison Heights;37.453.102;-79.114.089
24574;VA;Monroe;37.541.366;-7.917.034
24577;VA;Lennig;36.944.179;-78.989.766
24578;VA;Natural Bridge;37.660.625;-79.533.045
24579;VA;Natural Bridge S;37.595.667;-79.503.905
24580;VA;Nelson;36.558.558;-78.670.959
24586;VA;Ringgold;36.603.483;-79.298.835
24588;VA;Rustburg;3.725.454;-79.121.507
24589;VA;Scottsburg;36.786.194;-78.786.601
24590;VA;Scottsville;37.804.937;-78.473.981
24592;VA;South Boston;36.696.335;-78.918.829
24593;VA;Spout Spring;37.364.345;-78.905.887
24594;VA;Sutherlin;36.625.831;-7.919.495
24597;VA;Ingram;36.786.684;-79.110.874
24598;VA;Virgilina;36.606.231;-78.760.516
24599;VA;Wingina;37.641.473;-78.755.709
24602;VA;Bandy;37.166.112;-816.508
24603;VA;Conaway;37.318.638;-82.224.596
24605;VA;Bluefield;37.249.512;-81.325.114
24609;VA;Cedar Bluff;37.079.076;-81.766.788
24613;VA;Falls Mills;37.271.023;-81.318.234
24614;VA;Grundy;37.296.678;-82.106.077
24620;VA;Hurley;37.401.741;-82.026.164
24622;VA;Jewell Valley;37.222.372;-81.810.654
24627;VA;Mavisdale;37.200.817;-82.221.599
24630;VA;Tiptop;37.152.447;-81.525.256
24631;VA;Patterson;37.184.074;-81.991.577
24633;VA;24633;37.235.477;-81.988.789
24634;VA;Pilgrims Knob;37.298.944;-81.911.896
24637;VA;Pounding Mill;37.059.584;-81.730.052
24639;VA;Raven;37.148.056;-81.889.557
24641;VA;Richlands;37.094.051;-81.812.286
24646;VA;Rowe;37.127.593;-82.027.381
24649;VA;Swords Creek;37.073.792;-81.908.385
24651;VA;Tazewell;37.107.773;-81.509.976
24656;VA;Vansant;37.173.811;-82.127.715
24657;VA;Whitewood;37.264.409;-81.890.361
98001;WA;Algona;47.316.339;-122.270.057
98002;WA;Auburn;4.730.503;-122.206.741
98003;WA;Federal Way;473.203;-122.311.726
98004;WA;Beaux Arts;47.619.899;-122.207.371
98005;WA;Bellevue;47.614.961;-122.166.288
98006;WA;Bellevue;47.561.425;-122.155.179
98007;WA;Bellevue;47.617.443;-122.142.572
98008;WA;Bellevue;47.611.468;-122.116.173
98010;WA;Black Diamond;47.311.372;-122.005.265
98011;WA;Bothell;47.749.692;-1.222.159
98012;WA;Mill Creek;47.848.941;-122.206.981
98014;WA;Carnation;47.638.007;-121.911.095
98019;WA;Duvall;47.724.987;-121.936.906
98020;WA;Woodway;47.800.693;-122.366.949
98021;WA;Bothell;47.791.806;-122.224.339
98022;WA;Enumclaw;47.266.545;-122.031.429
98023;WA;Federal Way;47.310.358;-12.236.123
98024;WA;Fall City;47.568.233;-121.889.646
98026;WA;Edmonds;47.823.324;-122.334.463
98027;WA;Issaquah;47.550.911;-122.033.517
98031;WA;Kent;47.388.004;-122.193.184
98032;WA;Kent;47.377.633;-122.285.362
98033;WA;Kirkland;47.678.597;-122.189.442
98034;WA;Kirkland;47.718.777;-122.196.571
98036;WA;Brier;47.811.825;-122.287.789
98037;WA;Lynnwood;47.850.532;-122.282.139
98038;WA;Maple Valley;47.384.526;-122.057.413
98040;WA;Mercer Island;47.563.149;-122.226.562
98042;WA;Kent;47.368.044;-122.120.615
98043;WA;Mountlake Terrac;47.793.061;-122.304.036
98045;WA;North Bend;47.475.546;-121.757.142
98047;WA;Pacific;47.266.605;-122.243.481
98051;WA;Ravensdale;47.415.476;-121.987.897
98052;WA;Redmond;47.671.796;-122.123.242
98053;WA;Redmond;47.646.238;-122.038.578
98055;WA;Renton;47.464.759;-122.207.484
98056;WA;Renton;47.507.336;-122.181.942
98058;WA;Renton;47.446.507;-122.121.586
98059;WA;Renton;47.467.383;-122.151.178
98065;WA;Snoqualmie;47.529.286;-121.822.533
98070;WA;Vashon;47.425.949;-122.464.415
98072;WA;Woodinville;47.768.384;-122.127.087
98101;WA;Seattle;47.611.435;-122.330.456
98102;WA;Seattle;4.763.025;-122.320.993
98103;WA;Seattle;4.767.335;-122.342.621
98104;WA;Seattle;47.603.631;-122.325.644
98105;WA;Seattle;47.663.266;-122.302.236
98106;WA;Seattle;47.534.362;-122.354.688
98107;WA;Seattle;4.767.012;-12.237.626
98108;WA;Tukwila;47.547.448;-122.306.823
98109;WA;Seattle;47.633.875;-122.347.615
98110;WA;Bainbridge Islan;47.645.048;-122.531.297
98112;WA;Seattle;47.630.115;-122.297.157
98115;WA;Seattle;47.684.918;-122.296.828
98116;WA;Seattle;47.574.591;-122.393.445
98117;WA;Seattle;47.687.263;-122.377.223
98118;WA;Seattle;47.541.234;-122.275.021
98119;WA;Seattle;47.637.917;-122.364.272
98121;WA;Seattle;47.615.135;-122.344.696
98122;WA;Seattle;47.611.633;-122.305.608
98125;WA;Seattle;47.717.002;-122.301.546
98126;WA;Seattle;47.544.361;-122.373.458
98133;WA;Seattle;47.737.717;-122.343.132
98134;WA;Seattle;47.590.276;-122.326.346
98136;WA;Seattle;47.539.769;-122.387.768
98144;WA;Seattle;47.584.624;-122.300.457
98146;WA;Burien;47.501.069;-122.353.989
98148;WA;Normandy Park;47.450.209;-122.326.112
98155;WA;Lk Forest Park;47.758.161;-122.296.305
98158;WA;Seatac;47.442.739;-122.318.454
98166;WA;Normandy Park;47.455.052;-122.347.392
98168;WA;Tukwila;4.748.851;-122.302.376
98177;WA;Seattle;47.746.678;-122.368.585
98178;WA;Tukwila;47.499.489;-122.247.366
98188;WA;Tukwila;47.449.808;-122.281.159
98198;WA;Des Moines;47.407.286;-122.309.559
98199;WA;Seattle;47.648.845;-122.396.357
98201;WA;Everett;47.988.431;-122.200.571
98203;WA;Everett;47.941.937;-122.221.846
98204;WA;Everett;47.901.659;-122.247.217
98205;WA;Everett;47.990.065;-122.115.759
98208;WA;Everett;47.894.822;-122.198.722
98220;WA;Acme;48.675.248;-122.191.391
98221;WA;Anacortes;48.500.438;-122.630.873
98223;WA;Arlington;4.818.293;-122.112.126
98224;WA;Baring;47.757.787;-12.144.757
98225;WA;Bellingham;48.748.957;-122.488.676
98226;WA;Bellingham;48.762.763;-122.441.457
98230;WA;Blaine;48.963.572;-122.732.327
98232;WA;Bow;48.562.037;-122.413.438
98233;WA;Burlington;48.478.577;-12.233.449
98236;WA;Clinton;47.950.845;-122.391.588
98237;WA;Concrete;48.530.962;-121.664.294
98239;WA;Coupeville;48.218.911;-122.682.346
98240;WA;Custer;48.937.412;-122.622.571
98241;WA;Darrington;48.249.285;-121.591.807
98244;WA;Glacier;48.803.366;-122.153.957
98245;WA;Eastsound;48.665.554;-122.937.045
98247;WA;Everson;4.890.447;-122.332.474
98248;WA;Ferndale;48.862.531;-122.595.293
98249;WA;Freeland;4.803.417;-122.564.086
98250;WA;Friday Harbor;48.545.416;-123.094.717
98252;WA;Granite Falls;48.078.977;-121.942.752
98253;WA;Greenbank;48.124.432;-122.587.086
98257;WA;La Conner;48.409.306;-12.253.134
98258;WA;Lake Stevens;48.017.103;-122.067.153
98260;WA;Langley;48.018.672;-122.452.992
98261;WA;Lopez;48.520.804;-122.967.434
98262;WA;Lummi Island;48.712.765;-122.682.285
98263;WA;Lyman;48.525.744;-122.016.183
98264;WA;Lynden;48.937.225;-122.459.153
98270;WA;Marysville;48.065.639;-122.156.168
98271;WA;Marysville;48.096.572;-122.197.956
98272;WA;Monroe;4.785.853;-121.947.376
98273;WA;Mount Vernon;48.416.427;-122.326.548
98275;WA;Mukilteo;47.919.896;-122.301.906
98277;WA;Oak Harbor;48.315.096;-122.637.439
98278;WA;Whidbey Island N;48.295.271;-12.269.005
98279;WA;Olga;48.655.526;-122.836.224
98281;WA;Point Roberts;48.987.876;-123.055.474
98283;WA;Rockport;48.470.388;-121.555.352
98284;WA;Sedro Woolley;48.527.405;-122.232.943
98288;WA;Skykomish;47.692.158;-121.371.297
98290;WA;Snohomish;47.895.381;-122.071.562
98292;WA;Stanwood;48.201.067;-122.377.978
98294;WA;Sultan;47.858.942;-121.736.869
98295;WA;Sumas;48.970.763;-122.207.425
98303;WA;Anderson Island;4.715.872;-122.696.025
98304;WA;Ashford;46.753.121;-121.989.791
98305;WA;Beaver;48.067.263;-124.305.424
98310;WA;Bremerton;47.601.916;-122.629.913
98312;WA;Bremerton;47.575.424;-122.695.786
98314;WA;Puget Sound Nava;47.746.255;-122.724.354
98315;WA;Silverdale;47.692.017;-122.716.106
98320;WA;Brinnon;47.677.596;-122.937.509
98321;WA;Buckley;47.152.449;-122.062.098
98323;WA;Carbonado;47.080.242;-122.051.339
98325;WA;Chimacum;4.798.607;-122.788.323
98326;WA;Clallam Bay;48.225.486;-124.201.512
98328;WA;Eatonville;46.870.778;-122.269.626
98329;WA;Gig Harbor;47.378.579;-122.7
98330;WA;Elbe;46.766.607;-122.150.344
98331;WA;Forks;47.928.732;-124.398.949
98332;WA;Gig Harbor;473.607;-122.600.144
98333;WA;Fox Island;4.725.238;-122.628.579
98335;WA;Gig Harbor;47.300.154;-122.608.377
98336;WA;Glenoma;46.528.266;-122.099.014
98338;WA;Graham;47.024.575;-122.293.648
98339;WA;Port Hadlock;48.034.531;-122.768.151
98340;WA;Hansville;47.906.143;-122.565.509
98346;WA;Kingston;47.810.844;-122.525.503
98349;WA;Home;47.247.366;-12.274.273
98351;WA;Longbranch;47.200.737;-122.756.126
98354;WA;Milton;4.724.827;-122.315.514
98355;WA;Mineral;46.709.635;-122.186.056
98356;WA;Morton;46.558.056;-122.249.573
98358;WA;Nordland;4.804.321;-122.692.553
98359;WA;Olalla;47.424.088;-122.574.512
98360;WA;Orting;47.082.206;-122.185.978
98361;WA;Packwood;46.650.038;-121.655.254
98362;WA;Port Angeles;48.106.489;-123.438.442
98365;WA;Port Ludlow;47.922.192;-122.689.615
98366;WA;South Park Villa;47.504.838;-122.615.276
98368;WA;Port Townsend;48.104.012;-122.794.457
98370;WA;Poulsbo;47.742.278;-122.627.721
98371;WA;Puyallup;47.199.123;-122.315.097
98372;WA;Puyallup;47.204.202;-122.273.415
98373;WA;Puyallup;47.128.363;-122.321.868
98374;WA;Puyallup;47.142.427;-122.265.248
98376;WA;Quilcene;47.832.429;-122.858.304
98377;WA;Randle;46.549.195;-121.855.533
98380;WA;Seabeck;47.625.497;-122.822.685
98381;WA;Sekiu;48.303.166;-124.468.467
98382;WA;Sequim;48.088.136;-123.119.814
98383;WA;Silverdale;47.662.139;-122.698.054
98387;WA;Spanaway;47.073.218;-122.394.336
98388;WA;Steilacoom;47.170.369;-122.588.837
98390;WA;Bonney Lake;47.188.801;-122.180.275
98392;WA;Suquamish;47.734.303;-122.557.295
98394;WA;Vaughn;47.330.921;-122.773.598
98402;WA;Tacoma;47.254.508;-122.440.536
98403;WA;Tacoma;4.726.428;-122.457.538
98404;WA;Tacoma;47.211.312;-122.412.625
98405;WA;Tacoma;47.248.351;-12.246.435
98406;WA;Tacoma;4.726.325;-122.499.349
98407;WA;Tacoma;47.282.479;-122.503.881
98408;WA;Tacoma;47.207.267;-122.444.381
98409;WA;Tacoma;4.720.381;-122.482.503
98421;WA;Tacoma;47.266.373;-122.401.457
98422;WA;Tacoma;47.294.805;-122.398.349
98424;WA;Fife;47.243.632;-122.350.962
98433;WA;Fort Lewis;47.100.864;-122.583.486
98439;WA;Lakewood Center;47.122.905;-122.529.326
98443;WA;Tacoma;47.204.369;-122.372.815
98444;WA;Parkland;47.156.553;-122.448.842
98445;WA;Parkland;47.133.967;-122.411.614
98446;WA;Parkland;4.714.041;-12.237.189
98465;WA;Tacoma;47.249.139;-122.527.272
98466;WA;Fircrest;4.722.788;-12.253.503
98467;WA;Tacoma;47.205.395;-122.533.562
98498;WA;Lakewood Center;47.164.269;-122.555.357
98499;WA;Lakewood Center;47.160.786;-122.509.074
98501;WA;Olympia;47.012.906;-122.876.311
98502;WA;Olympia;47.029.828;-12.295.214
98503;WA;Lacey;47.023.967;-122.782.665
98506;WA;Lacey;47.076.259;-122.832.844
98520;WA;Aberdeen;46.984.293;-12.379.629
98524;WA;Allyn;47.385.004;-122.853.571
98526;WA;Amanda Park;47.470.579;-123.907.375
98528;WA;Bear Creek;47.454.956;-122.822.381
98531;WA;Centralia;46.724.635;-122.967.068
98532;WA;Chehalis;46.638.193;-122.965.764
98533;WA;Cinebar;46.567.131;-122.566.005
98535;WA;Copalis Beach;47.065.044;-124.135.881
98536;WA;Copalis Crossing;4.712.535;-12.413.471
98537;WA;Cosmopolis;46.953.789;-12.377.394
98538;WA;Curtis;46.558.372;-123.156.974
98541;WA;Elma;47.005.813;-12.339.969
98542;WA;Ethel;4.653.581;-122.776.009
98546;WA;Grapeview;47.305.783;-122.949.742
98547;WA;Grayland;46.853.201;-124.056.194
98548;WA;Hoodsport;47.423.526;-123.173.932
98550;WA;Hoquiam;46.982.269;-123.884.169
98552;WA;Humptulips;47.135.632;-123.971.695
98555;WA;Lilliwaup;47.512.773;-123.063.119
98557;WA;Mc Cleary;47.053.987;-123.273.301
98560;WA;Matlock;47.177.545;-123.337.638
98562;WA;Moclips;47.222.619;-12.420.438
98563;WA;Montesano;4.709.013;-123.500.584
98564;WA;Mossyrock;46.513.136;-122.478.935
98568;WA;Oakville;46.843.366;-123.249.329
98569;WA;Ocean City;46.982.905;-12.415.323
98570;WA;Onalaska;46.573.016;-122.707.503
98571;WA;Pacific Beach;47.198.144;-124.158.833
98572;WA;Pe Ell;4.656.558;-123.285.244
98575;WA;Quinault;47.448.505;-123.803.744
98576;WA;Rainier;46.882.942;-122.679.468
98577;WA;Raymond;46.671.046;-123.692.889
98579;WA;Rochester;46.819.295;-123.040.634
98580;WA;Roy;46.956.048;-122.448.271
98581;WA;Ryderwood;46.375.176;-123.043.134
98582;WA;Salkum;46.515.059;-122.645.364
98584;WA;Shelton;4.720.863;-123.072.862
98585;WA;Silver Creek;46.549.077;-122.475.716
98586;WA;South Bend;466.544;-123.820.315
98587;WA;Taholah;47.340.711;-1.242.827
98588;WA;Tahuya;47.435.618;-122.921.126
98589;WA;Tenino;46.864.119;-122.849.269
98590;WA;Tokeland;46.746.874;-124.046.008
98591;WA;Toledo;46.439.552;-122.826.559
98592;WA;Union;47.351.305;-123.034.364
98593;WA;Vader;46.398.505;-122.958.493
98595;WA;Westport;46.883.619;-124.106.055
98596;WA;Winlock;46.494.014;-122.915.806
98597;WA;Yelm;46.920.589;-122.588.049
98601;WA;Amboy;459.195;-122.457.418
98602;WA;Appleton;45.909.041;-121.148.618
98603;WA;Ariel;45.995.154;-12.246.769
98604;WA;Battle Ground;45.790.667;-122.531.845
98605;WA;Cook;456.341;-121.175.778
98606;WA;Brush Prairie;45.730.432;-122.484.342
98607;WA;Camas;45.605.772;-122.414.231
98610;WA;Carson;45.749.332;-121.835.138
98611;WA;Castle Rock;46.278.291;-1.229.139
98612;WA;Cathlamet;46.195.383;-123.362.716
98613;WA;Centerville;45.703.183;-120.945.973
98616;WA;Cougar;46.069.012;-122.294.186
98619;WA;Glenwood;46.007.104;-12.128.849
98620;WA;Goldendale;45.832.021;-120.812.981
98621;WA;Grays River;46.353.481;-123.588.845
98624;WA;Ilwaco;46.314.214;-12.402.822
98625;WA;Kalama;46.011.229;-122.816.588
98626;WA;Kelso;46.148.491;-122.886.994
98628;WA;Klickitat;45.751.534;-121.229.231
98629;WA;La Center;45.880.587;-122.623.972
98631;WA;Long Beach;46.377.369;-124.047.041
98632;WA;Longview;46.151.354;-122.963.421
98635;WA;Lyle;4.574.495;-121.250.112
98638;WA;Naselle;46.352.758;-123.804.381
98640;WA;Ocean Park;46.502.867;-124.043.582
98642;WA;Ridgefield;45.784.634;-122.693.354
98643;WA;Rosburg;46.307.076;-123.657.105
98645;WA;Silverlake;46.316.322;-122.764.886
98647;WA;Skamokawa;46.295.186;-12.343.316
98648;WA;Stevenson;45.688.173;-121.909.346
98649;WA;Toutle;46.295.605;-122.647.696
98650;WA;Trout Lake;45.982.789;-121.516.272
98651;WA;Underwood;45.740.872;-121.597.408
98660;WA;Vancouver;4.564.183;-12.268.014
98661;WA;Vancouver;45.641.807;-122.625.146
98662;WA;Orchards;45.674.519;-122.576.182
98663;WA;Vancouver;456.514;-122.660.385
98664;WA;Vancouver;45.623.086;-122.576.741
98665;WA;Hazel Dell;4.568.217;-122.664.223
98670;WA;Wahkiacus;45.815.567;-121.148.586
98671;WA;Washougal;45.595.921;-122.310.396
98672;WA;White Salmon;45.755.142;-121.479.459
98674;WA;Woodland;45.921.859;-12.271.256
98675;WA;Yacolt;45.862.247;-122.427.545
98682;WA;Vancouver;45.664.399;-122.521.224
98684;WA;Cascade Park;45.617.522;-122.524.969
98685;WA;Felida;45.707.313;-122.682.474
98686;WA;Vancouver;45.712.017;-122.632.226
98801;WA;Wenatchee;47.425.269;-120.327.345
98802;WA;East Wenatchee;47.418.596;-120.273.136
98812;WA;Brewster;48.120.641;-119.771.999
98813;WA;Bridgeport;48.016.083;-119.702.772
98814;WA;Carlton;48.252.615;-12.010.551
98815;WA;Cashmere;47.517.293;-120.503.274
98816;WA;Chelan;47.848.263;-120.027.306
98822;WA;Entiat;47.705.653;-120.276.031
98823;WA;Ephrata;47.277.051;-119.533.582
98826;WA;Leavenworth;476.438;-120.674.792
98827;WA;Loomis;48.869.627;-119.642.675
98828;WA;Malaga;47.355.306;-120.208.562
98830;WA;Mansfield;47.902.136;-119.405.315
98831;WA;Manson;47.895.764;-120.148.963
98832;WA;Marlin;47.320.929;-119.090.897
98833;WA;Mazama;48.597.728;-12.038.796
98834;WA;Methow;4.809.001;-1.200.059
98837;WA;Moses Lake;47.137.363;-119.289.149
98840;WA;Okanogan;48.351.328;-119.604.563
98841;WA;Omak;48.414.347;-119.527.156
98843;WA;Orondo;47.696.928;-120.172.143
98844;WA;Oroville;48.939.681;-119.403.236
98845;WA;Palisades;47.469.367;-119.802.264
98846;WA;Pateros;48.059.147;-119.913.322
98847;WA;Peshastin;47.581.294;-120.613.928
98848;WA;Quincy;47.197.574;-119.845.922
98849;WA;Riverside;48.487.567;-119.580.316
98850;WA;Rock Island;47.370.558;-120.137.794
98851;WA;Soap Lake;47.383.034;-119.485.962
98852;WA;Stehekin;48.298.034;-120.755.185
98855;WA;Tonasket;4.871.944;-119.394.252
98856;WA;Twisp;48.363.231;-120.135.035
98857;WA;Warden;4.697.697;-119.053.932
98858;WA;Waterville;4.762.951;-119.988.743
98859;WA;Wauconda;48.822.449;-118.946.947
98862;WA;Winthrop;48.475.607;-120.180.468
98901;WA;Terrace Heights;46.606.991;-120.477.336
98902;WA;Yakima;46.593.393;-120.531.084
98903;WA;Union Gap;465.572;-120.556.587
98908;WA;Wide Hollow;46.605.865;-120.605.175
98922;WA;Cle Elum;47.206.319;-120.968.505
98923;WA;Cowiche;4.666.611;-120.714.893
98926;WA;Ellensburg;46.999.632;-120.516.274
98930;WA;Grandview;46.253.846;-119.915.734
98932;WA;Granger;46.348.045;-120.181.848
98933;WA;Harrah;46.410.383;-120.573.606
98935;WA;Mabton;46.212.082;-120.015.141
98936;WA;Moxee;46.554.205;-120.368.463
98937;WA;White Pass;46.735.335;-120.826.699
98938;WA;Outlook;46.352.497;-120.097.005
98942;WA;Selah;4.667.671;-120.540.813
98944;WA;Sunnyside;46.321.273;-120.012.631
98946;WA;Thorp;47.017.785;-120.678.557
98947;WA;Tieton;46.706.331;-120.747.275
98948;WA;Toppenish;46.375.123;-120.330.534
98951;WA;Wapato;4.645.066;-120.426.484
98952;WA;White Swan;46.371.558;-120.745.317
98953;WA;Zillah;46.415.777;-120.266.161
99003;WA;Chattaroy;47.919.178;-11.729.209
99004;WA;Cheney;47.494.257;-117.583.372
99005;WA;Colbert;47.841.093;-117.375.895
99006;WA;Deer Park;47.948.615;-117.443.559
99008;WA;Edwall;47.537.896;-117.907.095
99009;WA;Elk;48.020.523;-117.296.253
99011;WA;Fairchild Air Fo;47.613.068;-117.643.746
99012;WA;Fairfield;47.398.726;-117.192.054
99013;WA;Ford;47.916.873;-117.811.858
99016;WA;Greenacres;47.658.357;-117.156.801
99017;WA;Lamont;4.717.304;-117.830.239
99018;WA;Latah;47.303.815;-11.716.884
99019;WA;Liberty Lake;47.651.672;-117.083.808
99021;WA;Mead;47.793.268;-117.311.716
99022;WA;Espanola;47.583.696;-117.679.351
99023;WA;Mica;47.553.814;-117.163.711
99025;WA;Newman Lake;47.727.371;-117.064.041
99026;WA;Nine Mile Falls;47.801.945;-117.589.359
99027;WA;Otis Orchards;4.770.273;-11.711.209
99029;WA;Reardan;47.705.407;-117.866.264
99030;WA;Rockford;47.452.804;-117.131.842
99031;WA;Spangle;474.338;-117.382.696
99032;WA;Sprague;47.324.725;-117.989.684
99033;WA;Tekoa;47.227.081;-117.081.919
99034;WA;Tumtum;47.898.173;-117.698.996
99036;WA;Valleyford;47.529.176;-117.268.601
99037;WA;Veradale;47.642.103;-117.197.706
99039;WA;Waverly;47.335.393;-117.233.108
99040;WA;Wellpinit;4.786.974;-117.985.646
99101;WA;Addy;4.844.769;-117.892.383
99103;WA;Almira;47.763.175;-11.891.225
99105;WA;Benge;46.867.636;-117.969.895
99107;WA;Boyds;48.691.919;-11.819.906
99109;WA;Chewelah;48.287.585;-11.777.539
99110;WA;Clayton;47.955.206;-117.574.021
99111;WA;Colfax;46.879.996;-117.366.975
99113;WA;Colton;46.590.098;-117.169.243
99114;WA;Colville;4.857.799;-117.864.463
99115;WA;Coulee City;47.596.571;-11.927.582
99116;WA;Coulee Dam;48.173.861;-119.180.907
99117;WA;Creston;47.797.681;-118.530.656
99118;WA;Curlew;48.910.775;-118.645.182
99119;WA;Cusick;48.391.513;-117.329.464
99121;WA;Danville;48.972.524;-118.488.408
99122;WA;Davenport;47.680.855;-118.166.657
99123;WA;Electric City;47.926.446;-119.036.728
99125;WA;Endicott;46.936.407;-117.723.005
99126;WA;Evans;48.745.787;-11.800.012
99128;WA;Farmington;47.084.742;-117.076.327
99129;WA;Fruitland;47.979.746;-118.215.906
99130;WA;Garfield;46.994.639;-117.152.293
99131;WA;Gifford;4.822.287;-11.812.989
99133;WA;Grand Coulee;47.938.511;-118.997.835
99134;WA;Harrington;474.555;-118.277.793
99135;WA;Hartline;47.725.631;-119.104.467
99137;WA;Hunters;48.133.261;-118.152.491
99138;WA;Inchelium;48.292.411;-118.355.166
99139;WA;Ione;48.713.023;-117.404.859
99140;WA;Keller;48.023.594;-118.654.731
99141;WA;Kettle Falls;48.636.375;-118.054.801
99143;WA;Lacrosse;46.771.684;-117.770.277
99147;WA;Lincoln;4.778.204;-118.481.012
99148;WA;Loon Lake;48.078.393;-117.632.496
99150;WA;Malo;4.881.862;-118.623.712
99153;WA;Metaline Falls;48.859.747;-11.736.332
99156;WA;Newport;48.169.465;-117.150.784
99157;WA;Northport;48.924.663;-117.793.052
99158;WA;Oakesdale;47.080.556;-117.280.326
99159;WA;Odessa;47.339.491;-118.698.316
99161;WA;Palouse;46.907.555;-117.085.475
99163;WA;Pullman;46.735.247;-117.172.936
99166;WA;Republic;48.670.366;-118.699.942
99167;WA;Rice;48.406.169;-118.124.865
99169;WA;Ritzville;47.131.528;-118.395.812
99170;WA;Rosalia;47.221.777;-11.741.468
99171;WA;Saint John;47.075.539;-117.573.002
99173;WA;Springdale;47.992.737;-117.873.273
99176;WA;Thornton;4.712.525;-117.386.416
99179;WA;Uniontown;46.525.818;-117.090.756
99180;WA;Usk;48.295.969;-117.318.947
99181;WA;Valley;48.135.114;-117.760.967
99185;WA;Wilbur;47.741.012;-118.706.271
99201;WA;Spokane;47.666.485;-117.436.527
99202;WA;Spokane;47.654.741;-117.380.972
99203;WA;Spokane;47.629.443;-117.404.121
99204;WA;Spokane;47.640.682;-117.471.896
99205;WA;Spokane;4.769.641;-117.439.912
99206;WA;Spokane;47.649.588;-117.258.126
99207;WA;Spokane;47.697.712;-117.374.565
99208;WA;Spokane;47.737.434;-117.435.207
99212;WA;Spokane;47.668.598;-117.304.853
99216;WA;Spokane;47.663.389;-117.219.307
99218;WA;Spokane;47.755.648;-1.174.146
99223;WA;Spokane;4.761.558;-117.362.215
99301;WA;Pasco;46.249.183;-119.104.387
99320;WA;Benton City;46.280.624;-119.491.349
99321;WA;Beverly;46.848.429;-119.912.074
99322;WA;Bickleton;45.959.687;-120.104.223
99324;WA;College Place;46.045.723;-118.385.338
99326;WA;Connell;4.666.426;-11.885.454
99327;WA;Cunningham;46.757.333;-119.107.604
99328;WA;Dayton;46.307.459;-117.973.791
99330;WA;Eltopia;46.474.996;-119.101.333
99336;WA;Kennewick;46.210.913;-119.167.951
99337;WA;Kennewick;46.181.387;-119.138.289
99341;WA;Lind;46.955.954;-118.706.057
99343;WA;Mesa;46.578.223;-119.137.324
99344;WA;Mattawa;46.792.518;-119.316.405
99345;WA;Paterson;45.991.139;-119.755.873
99346;WA;Plymouth;46.038.184;-119.502.998
99347;WA;Pomeroy;46.469.838;-117.599.282
99348;WA;Prescott;46.353.879;-118.409.663
99350;WA;Prosser;46.223.183;-119.771.014
99352;WA;Richland;46.283.265;-119.289.201
99356;WA;Roosevelt;4.582.962;-120.356.611
99357;WA;Royal City;4.691.557;-119.581.473
99360;WA;Lowden;4.604.851;-118.655.411
99361;WA;Waitsburg;46.269.092;-118.144.734
99362;WA;Walla Walla;46.061.373;-118.331.544
99371;WA;Washtucna;46.820.912;-118.286.203
99401;WA;Anatone;46.128.466;-117.088.316
99402;WA;Asotin;46.134.318;-117.001.548
99403;WA;Clarkston;46.394.622;-117.064.457
24701;WV;Bluewell;37.279.788;-81.229.023
24712;WV;Athens;37.432.298;-80.997.362
24714;WV;Beeson;37.490.894;-81.206.215
24715;WV;Bramwell;37.332.114;-8.132.556
24726;WV;Herndon;37.526.431;-81.346.777
24731;WV;Kegley;37.408.384;-81.140.117
24733;WV;Lashmeet;37.441.997;-81.213.845
24736;WV;Dott;37.441.778;-81.268.017
24740;WV;Elgood;37.366.817;-81.086.386
24747;WV;Duhring;3.738.889;-81.218.766
24801;WV;Welch;37.400.032;-81.534.412
24810;WV;Mc Dowell;37.414.348;-81.387.601
24818;WV;Brenton;37.584.362;-81.649.502
24819;WV;Vallscreek;37.295.548;-8.169.552
24822;WV;Clear Fork;37.646.301;-81.689.268
24823;WV;Coal Mountain;37.688.486;-81.707.862
24827;WV;Cyclone;3.774.466;-81.650.458
24828;WV;Asco;37.468.339;-81.667.889
24834;WV;Fanrock;37.562.721;-81.623.631
24839;WV;Hanover;37.563.029;-81.813.617
24844;WV;Iaeger;37.449.878;-81.811.992
24849;WV;Jesse;37.660.844;-81.562.831
24850;WV;Jolo;37.332.431;-81.831.602
24859;WV;Marianna;37.611.425;-81.576.052
24860;WV;Matheny;37.661.956;-81.595.711
24862;WV;Mohawk;37.487.926;-81.914.174
24868;WV;Algoma;37.395.262;-81.415.839
24869;WV;North Spring;37.517.954;-81.797.276
24870;WV;Oceana;37.703.874;-81.621.564
24873;WV;Paynesville;37.365.273;-8.168.449
24874;WV;Pineville;37.584.022;-81.533.642
24882;WV;Simon;37.619.708;-81.758.566
24884;WV;Squire;37.237.019;-81.580.478
24901;WV;Lewisburg;37.808.253;-80.440.669
24910;WV;Dawson;37.730.148;-80.671.306
24915;WV;Arbovale;38.454.575;-79.793.403
24916;WV;Asbury;37.848.766;-80.565.319
24917;WV;Auto;37.981.697;-80.117.105
24918;WV;Ballard;3.749.803;-8.076.139
24919;WV;Ballengee;37.616.931;-80.740.339
24920;WV;Bartow;38.551.266;-79.795.242
24923;WV;Bozoo;37.457.015;-80.814.954
24924;WV;Buckeye;38.181.506;-80.139.342
24925;WV;Caldwell;37.773.488;-80.377.298
